domain,tag,title,url,status,validation_reason
networking,kubernetes/ingress,Kubernetes kubectl debug,https://kubernetes.io/docs/tasks/debug/debug-application/debug-running-pod/,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,kubernetes/ingress,Kubernetes Services Debugging,https://kubernetes.io/docs/tasks/debug/debug-application/debug-service/,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,kubernetes/ingress,Kubernetes Ingress Controllers,https://kubernetes.io/docs/concepts/services-networking/ingress-controllers/,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,kubernetes/ingress,Kubernetes Probes,https://kubernetes.io/docs/tasks/configure-pod-container/configure-liveness-readiness-startup-probes/,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,kubernetes/ingress,Kubernetes Resource Management,https://kubernetes.io/docs/concepts/configuration/manage-resources-containers/,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,nginx/proxy/load-balancing/ssl,NGINX Documentation,https://nginx.org/en/docs/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""nginx/proxy/load-balancing/ssl""."
networking,nginx/proxy/load-balancing/ssl,NGINX Beginner’s Guide,https://nginx.org/en/docs/beginners_guide.html,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""nginx/proxy/load-balancing/ssl""."
networking,nginx/proxy/load-balancing/ssl,NGINX reverse proxy,https://docs.nginx.com/nginx/admin-guide/web-server/reverse-proxy/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""nginx/proxy/load-balancing/ssl""."
networking,nginx/proxy/load-balancing/ssl,NGINX load balancing,https://docs.nginx.com/nginx/admin-guide/load-balancer/http-load-balancer/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""nginx/proxy/load-balancing/ssl""."
networking,nginx/proxy/load-balancing/ssl,NGINX logging,https://docs.nginx.com/nginx/admin-guide/monitoring/logging/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""nginx/proxy/load-balancing/ssl""."
networking,nginx/proxy/load-balancing/ssl,NGINX proxy module,https://nginx.org/en/docs/http/ngx_http_proxy_module.html,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""nginx/proxy/load-balancing/ssl""."
networking,nginx/proxy/load-balancing/ssl,NGINX upstream module,https://nginx.org/en/docs/http/ngx_http_upstream_module.html,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""nginx/proxy/load-balancing/ssl""."
networking,nginx/proxy/load-balancing/ssl,NGINX SSL termination,https://docs.nginx.com/nginx/admin-guide/security-controls/terminating-ssl-http/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""nginx/proxy/load-balancing/ssl""."
networking,apache/proxy/ssl,Apache HTTP Server Documentation,https://httpd.apache.org/docs/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""apache/proxy/ssl""."
networking,apache/proxy/ssl,Apache Reverse Proxy Guide,https://httpd.apache.org/docs/current/howto/reverse_proxy.html,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""apache/proxy/ssl""."
networking,apache/proxy/ssl,Apache mod_proxy,https://httpd.apache.org/docs/current/mod/mod_proxy.html,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""apache/proxy/ssl""."
networking,apache/proxy/ssl,Apache mod_ssl,https://httpd.apache.org/docs/current/mod/mod_ssl.html,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""apache/proxy/ssl""."
networking,apache/proxy/ssl,Apache Logging,https://httpd.apache.org/docs/current/logs.html,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""apache/proxy/ssl""."
networking,apache/proxy/ssl,Apache Name-Based Virtual Hosts,https://httpd.apache.org/docs/current/vhosts/name-based.html,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""apache/proxy/ssl""."
networking,http/cors/proxy,MDN HTTP Overview,https://developer.mozilla.org/en-US/docs/Web/HTTP/Overview,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,http/cors/proxy,MDN HTTP Methods,https://developer.mozilla.org/en-US/docs/Web/HTTP/Methods,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,http/cors/proxy,MDN HTTP Status,https://developer.mozilla.org/en-US/docs/Web/HTTP/Status,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,http/cors/proxy,MDN HTTP Headers,https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,http/cors/proxy,MDN CORS Guide,https://developer.mozilla.org/en-US/docs/Web/HTTP/Guides/CORS,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,http/cors/proxy,MDN Preflight request,https://developer.mozilla.org/en-US/docs/Glossary/Preflight_request,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,http/cors/proxy,MDN Access-Control-Allow-Origin,https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Headers/Access-Control-Allow-Origin,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,http/cors/proxy,MDN Proxy servers and tunneling,https://developer.mozilla.org/en-US/docs/Web/HTTP/Guides/Proxy_servers_and_tunneling,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,http/cors/proxy,MDN Connection management in HTTP/1.x,https://developer.mozilla.org/en-US/docs/Web/HTTP/Guides/Connection_management_in_HTTP_1.x,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,dns,RFC 1034 Domain Concepts and Facilities,https://datatracker.ietf.org/doc/html/rfc1034,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,dns,RFC 1035 Domain Implementation and Specification,https://datatracker.ietf.org/doc/html/rfc1035,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,dns,BIND 9 Administrator Reference Manual,https://bind9.readthedocs.io/en/latest/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""dns""."
networking,dns,Cloudflare DNS Docs,https://developers.cloudflare.com/dns/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""dns""."
networking,dns,Kubernetes DNS for Services and Pods,https://kubernetes.io/docs/concepts/services-networking/dns-pod-service/,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,ssl/tls,TLS 1.3 RFC 8446,https://datatracker.ietf.org/doc/html/rfc8446,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,ssl/tls,OpenSSL Documentation,https://docs.openssl.org/master/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""ssl/tls""."
networking,ssl/tls,OpenSSL s_client,https://docs.openssl.org/master/man1/openssl-s_client/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""ssl/tls""."
networking,ssl/tls,Mozilla SSL Configuration Generator,https://ssl-config.mozilla.org/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""ssl/tls""."
networking,ssl/tls,OWASP Transport Layer Security Cheat Sheet,https://cheatsheetseries.owasp.org/cheatsheets/Transport_Layer_Security_Cheat_Sheet.html,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""ssl/tls""."
networking,ssl/tls,MDN TLS,https://developer.mozilla.org/en-US/docs/Glossary/TLS,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,ssl/tls,MDN SSL,https://developer.mozilla.org/en-US/docs/Glossary/SSL,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,tcp/routing,RFC 9293 TCP,https://datatracker.ietf.org/doc/html/rfc9293,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,tcp/routing,Wireshark Documentation,https://www.wireshark.org/docs/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""tcp/routing""."
networking,tcp/routing,tcpdump man page,https://www.tcpdump.org/manpages/tcpdump.1.html,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""tcp/routing""."
networking,tcp/routing,iperf3 Documentation,https://software.es.net/iperf/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""tcp/routing""."
networking,tcp/routing,traceroute man page,https://man7.org/linux/man-pages/man8/traceroute.8.html,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""tcp/routing""."
networking,tcp/routing,ping man page,https://man7.org/linux/man-pages/man8/ping.8.html,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""tcp/routing""."
networking,firewall/security,nftables Wiki,https://wiki.nftables.org/wiki-nftables/index.php/Main_Page,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""firewall/security""."
networking,firewall/security,nft Command man page,https://manpages.debian.org/testing/nftables/nft.8.en.html,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""firewall/security""."
networking,firewall/security,iptables man page,https://man7.org/linux/man-pages/man8/iptables.8.html,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""firewall/security""."
networking,firewall/security,UFW Manual,https://manpages.ubuntu.com/manpages/jammy/man8/ufw.8.html,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""firewall/security""."
networking,firewall/security,OWASP Secure Headers Project,https://owasp.org/www-project-secure-headers/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""firewall/security""."
networking,firewall/security,Azure Network Security Groups overview,https://learn.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,proxy/reverse-proxy/load-balancing,HAProxy Documentation,https://www.haproxy.org/#docs,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""proxy/reverse-proxy/load-balancing""."
networking,proxy/reverse-proxy/load-balancing,HAProxy Configuration Manual,https://docs.haproxy.org/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""proxy/reverse-proxy/load-balancing""."
networking,proxy/reverse-proxy/load-balancing,Traefik Documentation,https://doc.traefik.io/traefik/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""proxy/reverse-proxy/load-balancing""."
networking,proxy/reverse-proxy/load-balancing,Envoy Documentation,https://www.envoyproxy.io/docs/envoy/latest/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""proxy/reverse-proxy/load-balancing""."
networking,proxy/reverse-proxy/load-balancing,Istio Traffic Management,https://istio.io/latest/docs/concepts/traffic-management/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""proxy/reverse-proxy/load-balancing""."
networking,vpn,WireGuard Documentation,https://www.wireguard.com/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""vpn""."
networking,vpn,WireGuard Quick Start,https://www.wireguard.com/quickstart/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""vpn""."
networking,vpn,strongSwan Documentation,https://docs.strongswan.org/docs/latest/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""vpn""."
networking,vpn,OpenVPN Documentation,https://openvpn.net/community-resources/reference-manual-for-openvpn-2-6/,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""vpn""."
networking,azure,Azure Virtual Network documentation,https://learn.microsoft.com/en-us/azure/virtual-network/,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,azure,Azure Load Balancer documentation,https://learn.microsoft.com/en-us/azure/load-balancer/,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,azure,Azure Application Gateway documentation,https://learn.microsoft.com/en-us/azure/application-gateway/,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,azure,Azure Front Door documentation,https://learn.microsoft.com/en-us/azure/frontdoor/,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,azure,Azure DNS documentation,https://learn.microsoft.com/en-us/azure/dns/,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,azure,Azure Firewall documentation,https://learn.microsoft.com/en-us/azure/firewall/,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,azure,Azure Kubernetes Service networking,https://learn.microsoft.com/en-us/azure/aks/concepts-network,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,azure,Azure Container Networking,https://learn.microsoft.com/en-us/azure/virtual-network/deploy-container-networking-docker-linux,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,azure,Azure NAT Gateway documentation,https://learn.microsoft.com/en-us/azure/nat-gateway/,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,azure,Azure VPN Gateway documentation,https://learn.microsoft.com/en-us/azure/vpn-gateway/,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,azure,Azure Bastion documentation,https://learn.microsoft.com/en-us/azure/bastion/,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,http/cors/proxy,HTTP/1.1 Semantics RFC 9110,https://datatracker.ietf.org/doc/html/rfc9110,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,http/cors/proxy,HTTP/1.1 Caching RFC 9111,https://datatracker.ietf.org/doc/html/rfc9111,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,http/cors/proxy,HTTP/2 RFC 9113,https://datatracker.ietf.org/doc/html/rfc9113,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,tcp/routing,ICMP RFC 792,https://datatracker.ietf.org/doc/html/rfc792,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
networking,linux/ubuntu/bash/ssh,OpenSSH ssh_config manual,https://man.openbsd.org/ssh_config,valid,"Accepted: trusted technical source; domain ""networking"" matches the topic; link is relevant to tag ""linux/ubuntu/bash/ssh""."
