domain,tag,title,url,status,validation_reason
ai,rag/llm/nlp,LangChain RAG conceptual docs,https://python.langchain.com/docs/concepts/rag/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""rag/llm/nlp""."
ai,rag/llm/nlp,LlamaIndex Documentation,https://docs.llamaindex.ai/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""rag/llm/nlp""."
ai,rag/llm/nlp,LlamaIndex RAG Examples,https://docs.llamaindex.ai/en/stable/examples/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""rag/llm/nlp""."
ai,rag/llm/nlp,Haystack Documentation,https://docs.haystack.deepset.ai/docs/intro,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""rag/llm/nlp""."
ai,rag/llm/nlp,Haystack Pipelines,https://docs.haystack.deepset.ai/docs/pipelines,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""rag/llm/nlp""."
ai,vector-database/embeddings,FAISS Documentation,https://faiss.ai/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""vector-database/embeddings""."
ai,vector-database/embeddings,Milvus Documentation,https://milvus.io/docs,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""vector-database/embeddings""."
ai,vector-database/embeddings,Qdrant Documentation,https://qdrant.tech/documentation/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""vector-database/embeddings""."
ai,vector-database/embeddings,Weaviate Documentation,https://weaviate.io/developers/weaviate,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""vector-database/embeddings""."
ai,vector-database/embeddings,Pinecone Documentation,https://docs.pinecone.io/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""vector-database/embeddings""."
ai,vector-database/embeddings,Chroma Documentation,https://docs.trychroma.com/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""vector-database/embeddings""."
ai,vector-database/embeddings,pgvector: Embeddings and vector similarity,https://supabase.com/docs/guides/database/extensions/pgvector,valid,Accepted replacement: trusted vendor documentation covering the pgvector PostgreSQL extension for embeddings and vector similarity search.
ai,gpu/cuda/inference,NVIDIA CUDA Documentation,https://docs.nvidia.com/cuda/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""gpu/cuda/inference""."
ai,gpu/cuda/inference,CUDA Installation Guide Linux,https://docs.nvidia.com/cuda/cuda-installation-guide-linux/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""gpu/cuda/inference""."
ai,gpu/cuda/inference,CUDA Runtime API,https://docs.nvidia.com/cuda/cuda-runtime-api/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""gpu/cuda/inference""."
ai,gpu/cuda/inference,CUDA C Programming Guide,https://docs.nvidia.com/cuda/cuda-c-programming-guide/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""gpu/cuda/inference""."
ai,gpu/cuda/inference,NVIDIA Nsight Systems Docs,https://docs.nvidia.com/nsight-systems/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""gpu/cuda/inference""."
ai,gpu/cuda/inference,NVIDIA TensorRT Documentation,https://docs.nvidia.com/deeplearning/tensorrt/latest/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""gpu/cuda/inference""."
ai,gpu/cuda/inference,PyTorch CUDA Notes,https://pytorch.org/docs/stable/notes/cuda.html,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
ai,model-serving/inference,ONNX Documentation,https://onnx.ai/onnx/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""model-serving/inference""."
ai,model-serving/inference,ONNX Runtime Documentation,https://onnxruntime.ai/docs/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""model-serving/inference""."
ai,model-serving/inference,Triton Inference Server Docs,https://docs.nvidia.com/deeplearning/triton-inference-server/user-guide/docs/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""model-serving/inference""."
ai,model-serving/inference,TorchServe Documentation,https://pytorch.org/serve/,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
ai,model-serving/inference,BentoML Documentation,https://docs.bentoml.com/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""model-serving/inference""."
ai,model-serving/inference,Ray Serve Documentation,https://docs.ray.io/en/latest/serve/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""model-serving/inference""."
ai,model-serving/inference,vLLM Documentation,https://docs.vllm.ai/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""model-serving/inference""."
ai,mlops,MLflow Documentation,https://mlflow.org/docs/latest/index.html,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""mlops""."
ai,mlops,Kubeflow Documentation,https://www.kubeflow.org/docs/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""mlops""."
ai,mlops,Weights & Biases Docs,https://docs.wandb.ai/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""mlops""."
ai,mlops,DVC Documentation,https://dvc.org/doc,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""mlops""."
ai,mlops,Apache Airflow Docs,https://airflow.apache.org/docs/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""mlops""."
ai,mlops,Feast Documentation,https://docs.feast.dev/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""mlops""."
ai,llm/embeddings/fine-tuning,OpenAI Cookbook RAG,https://cookbook.openai.com/examples/question_answering_using_embeddings,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""llm/embeddings/fine-tuning""."
ai,llm/embeddings/fine-tuning,OpenAI Embeddings Guide,https://platform.openai.com/docs/guides/embeddings,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""llm/embeddings/fine-tuning""."
ai,llm/embeddings/fine-tuning,OpenAI Fine-tuning Guide,https://platform.openai.com/docs/guides/fine-tuning,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""llm/embeddings/fine-tuning""."
ai,llm/embeddings/fine-tuning,OpenAI Text Generation Guide,https://platform.openai.com/docs/guides/text,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""llm/embeddings/fine-tuning""."
ai,misc-ai,spaCy Documentation,https://spacy.io/usage,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""misc-ai""."
ai,misc-ai,NLTK Documentation,https://www.nltk.org/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""misc-ai""."
ai,misc-ai,Hugging Face Hub Docs,https://huggingface.co/docs/hub/index,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""misc-ai""."
ai,misc-ai,OpenCV DNN Module,https://docs.opencv.org/4.x/d6/d0f/group__dnn.html,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""misc-ai""."
ai,misc-ai,PyTorch AMP,https://pytorch.org/docs/stable/amp.html,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
ai,misc-ai,TensorFlow Mixed Precision,https://www.tensorflow.org/guide/mixed_precision,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
ai,misc-ai,scikit-learn SGD,https://scikit-learn.org/stable/modules/sgd.html,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""misc-ai""."
ai,misc-ai,NumPy Random,https://numpy.org/doc/stable/reference/random/index.html,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""misc-ai""."
ai,misc-ai,pandas Performance,https://pandas.pydata.org/docs/user_guide/enhancingperf.html,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""misc-ai""."
ai,misc-ai,TensorBoard Docs,https://www.tensorflow.org/tensorboard,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
ai,misc-ai,Hugging Face Text Generation Inference,https://huggingface.co/docs/text-generation-inference/index,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""misc-ai""."
ai,misc-ai,JAX Documentation,https://docs.jax.dev/en/latest/,valid,"Accepted: trusted technical source; domain ""ai"" matches the topic; link is relevant to tag ""misc-ai""."
ai,misc-ai,PyTorch Distributed Data Parallel,https://pytorch.org/docs/stable/generated/torch.nn.parallel.DistributedDataParallel.html,valid,Accepted: official or standards-based documentation; strong domain match and strong tag relevance.
